feature,importance
Total Charges_1917.1,4.6422012029071035e-05
Total Charges_601.25,4.642136726250051e-05
Total Charges_571.15,4.640661074205964e-05
Total Charges_372.45,4.632188442545902e-05
Total Charges_605.45,4.619481611890732e-05
Total Charges_6903.1,4.603856298730774e-05
Total Charges_4042.3,4.598385009811099e-05
Total Charges_163.7,4.584423694340621e-05
Total Charges_493.4,4.579541922294816e-05
Total Charges_3706.95,4.55011002568093e-05
Total Charges_1056.95,4.5459130621440435e-05
Total Charges_874.2,4.5300528901875716e-05
Total Charges_118.4,4.525323676343296e-05
Total Charges_2109.35,4.5105370894483457e-05
Total Charges_35.9,4.5096031661353786e-05
Total Charges_7112.15,4.5065221760510206e-05
Total Charges_371.4,4.5042289403956535e-05
Total Charges_827.45,4.5028806336953306e-05
Total Charges_1573.7,4.491443119179694e-05
Total Charges_6989.7,4.473161101189059e-05
Total Charges_1504.05,4.4721704836429884e-05
Total Charges_6219.6,4.4701779059271146e-05
Total Charges_2095,4.466737705505572e-05
Total Charges_1392.25,4.447701223571081e-05
Total Charges_70.45,4.418692384170011e-05
Total Charges_143.9,4.413961563757298e-05
Total Charges_1131.3,4.412522857313608e-05
Total Charges_129.6,4.410220762549529e-05
Total Charges_50.65,4.410126589308358e-05
Total Charges_161.5,4.3922163652223436e-05
Total Charges_79.45,4.365107828727066e-05
Total Charges_318.1,4.3604986765832854e-05
Total Charges_2673.45,4.3101358247755415e-05
Total Charges_151.65,4.2016026387521785e-05
Total Charges_125.95,4.1998230310703e-05
Total Charges_118.25,4.195374912082532e-05
Total Charges_1912.85,4.180876145442923e-05
Total Charges_3205.6,4.17925575491745e-05
Total Charges_4108.15,4.167577505946467e-05
Total Charges_3182.95,4.120818567484921e-05
Total Charges_1732.6,4.117023791620705e-05
Total Charges_6921.7,4.0997896185465967e-05
Total Charges_1390.6,4.08982210866714e-05
Total Charges_106.85,4.087953217989081e-05
Total Charges_455.5,4.082814978549873e-05
Total Charges_84.3,4.077454996738627e-05
Total Charges_3626.1,4.076277620977487e-05
Total Charges_2619.15,4.072366276616231e-05
Total Charges_1483.25,4.051520674251343e-05
Total Charges_585.95,4.0120124928032636e-05
Total Charges_3217.65,3.991241124597143e-05
Total Charges_856.65,3.968352392093643e-05
Total Charges_3168.75,3.925450507358056e-05
Total Charges_5614.45,3.9188573493760915e-05
Total Charges_597,3.914417366666052e-05
Total Charges_46.2,3.8704455444893734e-05
Total Charges_50.15,3.8572263161669345e-05
Total Charges_637.4,3.842013191205443e-05
Total Charges_1043.35,3.7736903403709526e-05
Total Charges_865.75,3.7254495739776364e-05
Total Charges_2427.35,3.697682247959995e-05
Total Charges_1127.35,3.6968367639170025e-05
Total Charges_1247.75,3.695137686247675e-05
Total Charges_8404.9,3.690504984654031e-05
Total Charges_4765,3.680350407530514e-05
Total Charges_141.65,3.678894583666735e-05
Total Charges_953.45,3.673175165195369e-05
Total Charges_5044.8,3.654585185186063e-05
Total Charges_5000.2,3.65166748613666e-05
Total Charges_956.65,3.650954744905389e-05
Total Charges_59.05,3.640716570653657e-05
Total Charges_1362.85,3.625714363695852e-05
Total Charges_5617.75,3.5956264913717325e-05
Total Charges_1391.15,3.5870549020905934e-05
Total Charges_301.4,3.573363197241655e-05
Total Charges_137.85,3.5714623287750924e-05
Total Charges_195.3,3.538556460924392e-05
Total Charges_2421.6,3.52120470408914e-05
Total Charges_6688.1,3.51855462207583e-05
Total Charges_828.2,3.506446926762742e-05
Total Charges_4504.55,3.505520537518926e-05
Total Charges_655.9,3.410134493194195e-05
Total Charges_1867.6,3.408760279928593e-05
Total Charges_45.1,3.402976355392143e-05
Total Charges_6603,3.386138326185041e-05
Total Charges_ ,3.364273129364902e-05
Total Charges_1315,3.36423387782937e-05
Total Charges_50.55,3.3447506863863855e-05
Total Charges_5890,3.330532073071631e-05
Total Charges_4133.95,3.328750971840071e-05
Total Charges_2633.4,3.326530334307245e-05
Total Charges_568.2,3.321589182026165e-05
Total Charges_147.15,3.315837299201777e-05
Total Charges_1122.4,3.312823933696973e-05
Total Charges_1775.8,3.302214629021173e-05
Total Charges_329.8,3.282173419396106e-05
Total Charges_2217.15,3.277840054972436e-05
Total Charges_287.4,3.248793602473729e-05
Total Charges_6339.45,3.2441582792789224e-05
Total Charges_1493.55,3.2293029301253234e-05
Total Charges_70,3.219522041346803e-05
Total Charges_70.8,3.1714195170817694e-05
Total Charges_44.45,3.1494564162111186e-05
Total Charges_7623.2,3.145236856523612e-05
Total Charges_546.95,3.1329337730837936e-05
Total Charges_3147.15,3.124381232500503e-05
Total Charges_1021.75,3.0921719635182754e-05
Total Charges_3838.75,3.053042057579027e-05
Total Charges_492.1,3.0423850482888715e-05
Total Charges_2066,3.036212268596065e-05
Total Charges_1470.05,3.035317446008538e-05
Total Charges_5762.95,3.0136616885637523e-05
Total Charges_135.2,3.0111417582916047e-05
Total Charges_229.5,2.9501274340199837e-05
Total Charges_819.55,2.9482763197780127e-05
Total Charges_20.45,2.9364203835264103e-05
Total Charges_2779.5,2.9109863893102384e-05
Total Charges_226.2,2.8974620319277387e-05
Total Charges_70.55,2.88509506095398e-05
Total Charges_336.15,2.862404299752382e-05
Total Charges_7852.4,2.8370085322810497e-05
Total Charges_688.65,2.8038892162189986e-05
Total Charges_1734.2,2.7781012273541355e-05
Total Charges_2106.05,2.7662263466466085e-05
Total Charges_392.5,2.7233728807929336e-05
Total Charges_2345.2,2.708365661951873e-05
Total Charges_470.95,2.656077123938984e-05
Total Charges_492.55,2.6458595653781005e-05
Total Charges_773.65,2.5962369586774254e-05
Total Charges_49.9,2.5883426503157298e-05
Total Charges_4554.85,2.5801599642206805e-05
Total Charges_330.25,2.5717376638266468e-05
Total Charges_433.95,2.547597512604969e-05
Total Charges_1463.5,2.547566231558157e-05
Total Charges_818.05,2.5457828520353345e-05
Total Charges_4266.4,2.5137542578125258e-05
Total Charges_2724.6,2.5105615711124698e-05
Total Charges_6300.15,2.4723323520135307e-05
Total Charges_3313.4,2.4695480234036944e-05
Total Charges_3488.15,2.4613733667923133e-05
Total Charges_613.4,2.4589814279344413e-05
Total Charges_51.25,2.4403538733705673e-05
Total Charges_145.4,2.4034517960829196e-05
Total Charges_3605.2,2.393269681832249e-05
Total Charges_8065.65,2.3921722527822928e-05
Total Charges_1761.45,2.3910469587588906e-05
Total Charges_214.55,2.280275222591547e-05
Total Charges_1058.1,2.2631348855149762e-05
Total Charges_261.65,2.25537438070129e-05
Total Charges_44.95,2.1860188509275048e-05
Total Charges_25.15,2.1695016363884197e-05
Total Charges_74.6,2.1680167538769824e-05
Total Charges_191.05,2.1678836512221015e-05
Total Charges_973.55,2.1496005315105675e-05
Total Charges_2291.2,2.1361768378831964e-05
Total Charges_542.4,2.1323345320390747e-05
Total Charges_6962.85,2.111199218998241e-05
Total Charges_3808.2,2.0811071805508308e-05
Total Charges_20.3,2.0775745948483867e-05
Total Charges_7349.35,2.0339805267195257e-05
Total Charges_7099,2.0003031634585754e-05
Total Charges_854.9,1.9402207792020056e-05
Total Charges_20.4,1.9310314175831746e-05
Total Charges_678.75,1.9134220649112713e-05
Total Charges_2082.95,1.893232885676026e-05
Total Charges_669.45,1.88613261102215e-05
Total Charges_3762,1.883742996524777e-05
Total Charges_2322.85,1.862771639488331e-05
Total Charges_4242.35,1.8476639491891425e-05
Total Charges_2440.25,1.8391830834519622e-05
Total Charges_374.8,1.8361824960690674e-05
Total Charges_1212.85,1.8358847173602302e-05
Total Charges_646.05,1.8271653120913938e-05
Total Charges_1816.75,1.8240886546971436e-05
Total Charges_174.2,1.812673767751106e-05
Total Charges_1291.3,1.7479357923531796e-05
Total Charges_1821.2,1.728873532130771e-05
Total Charges_2555.9,1.7062712119606803e-05
Total Charges_50.7,1.6309084779674843e-05
Total Charges_5925.75,1.5960154849057486e-05
Total Charges_1212.1,1.5866710057911994e-05
Total Charges_1304.85,1.5443834013160736e-05
Total Charges_1228.65,1.536791498115452e-05
Total Charges_2781.85,1.5346486889711147e-05
Total Charges_80.25,1.5305008929729694e-05
Total Charges_1545.4,1.4814858970912423e-05
Total Charges_1315.35,1.465799749616488e-05
Total Charges_1046.1,1.4512946101370791e-05
Total Charges_2857.6,1.4305756164811013e-05
Total Charges_3134.7,1.4284044027712071e-05
Total Charges_1905.7,1.4035675446387107e-05
Total Charges_6993.65,1.4016958031797717e-05
Total Charges_7213.75,1.400220134708955e-05
Total Charges_3505.1,1.3923323840824584e-05
Total Charges_2790.65,1.3879478105637073e-05
Total Charges_810.85,1.3614971053401541e-05
Total Charges_5706.3,1.3533258595476349e-05
Total Charges_6287.3,1.3489539218642714e-05
Total Charges_330.8,1.3382496124298419e-05
Total Charges_3007.25,1.3103381858679729e-05
Total Charges_2007.85,1.2947886804430378e-05
Total Charges_6330.4,1.2733806271008278e-05
Total Charges_2546.85,1.2648923258998695e-05
Total Charges_2959.8,1.2264581031057924e-05
Total Charges_1054.8,1.2044479898165084e-05
Total Charges_1830.1,1.1896265402995416e-05
Total Charges_8477.6,1.1844798507300438e-05
Total Charges_7553.6,1.171497898609543e-05
Total Charges_503.25,1.1701237902182997e-05
Total Charges_53.15,1.154775749194602e-05
Total Charges_2684.85,1.1501213547792472e-05
Total Charges_216.75,1.109498500560935e-05
Total Charges_4469.1,1.1076444901997786e-05
Total Charges_1166.7,1.107119584794915e-05
Total Charges_723.3,1.0811885176535598e-05
Total Charges_1806.35,1.067912711524972e-05
Total Charges_6812.95,1.0447062816670179e-05
Total Charges_176.3,1.0334120794528227e-05
Total Charges_930.05,1.0235062204608324e-05
Total Charges_73.6,9.865930246965173e-06
Total Charges_349.8,9.703722748230916e-06
Total Charges_1098.85,9.6798063580059e-06
Total Charges_1137.05,9.295469612087932e-06
Total Charges_6449.15,9.259863495381686e-06
Total Charges_7074.4,9.233388341225245e-06
Total Charges_48.35,9.225213515516239e-06
Total Charges_52,9.144382120980534e-06
Total Charges_5623.7,8.976867868320947e-06
Total Charges_5311.85,8.894295431236278e-06
Total Charges_155.35,8.761616888923432e-06
Total Charges_6068.65,8.632277222985732e-06
Total Charges_4983.05,8.610500169652863e-06
Total Charges_359.4,8.567218502118213e-06
Total Charges_2965.75,8.555726664327752e-06
Total Charges_1253.15,8.531029744288448e-06
Total Charges_2998,8.472039933753501e-06
Total Charges_3252,8.462245590783185e-06
Total Charges_4849.1,8.359678994891708e-06
Total Charges_645.8,8.020430608520779e-06
Total Charges_24.45,7.974378991582133e-06
Total Charges_19.2,7.719655396795413e-06
Total Charges_73.45,7.58322704454381e-06
Total Charges_184.05,7.498639305215662e-06
Total Charges_7082.85,7.3833786479412065e-06
Total Charges_235.05,7.292680018188067e-06
Total Charges_3062.45,7.291088772163517e-06
Total Charges_104.3,7.263683159722554e-06
Total Charges_992.7,7.262941717878105e-06
Total Charges_683.25,7.255789474613663e-06
Total Charges_199.75,7.143949128340701e-06
Total Charges_5481.25,7.11395602231353e-06
Total Charges_7544.3,7.06863763406389e-06
Total Charges_6792.45,7.0577116400987065e-06
Total Charges_1101.85,7.043277036764746e-06
Total Charges_4904.85,6.822929798728444e-06
Total Charges_1424.9,6.738594380020791e-06
Total Charges_7882.5,6.692244649674829e-06
Total Charges_7609.75,6.62841848170878e-06
Total Charges_92.75,6.624301620474714e-06
Total Charges_8476.5,6.604912440241221e-06
Total Charges_552.7,6.539080495418488e-06
Total Charges_5682.25,6.526632861296618e-06
Total Charges_1884.65,6.520553158231151e-06
Total Charges_314.95,6.4714883549503884e-06
Total Charges_7240.65,6.392251922644304e-06
Total Charges_4526.85,6.3036886908062895e-06
Total Charges_1643.55,6.271084482572898e-06
Total Charges_6236.75,6.1599351596831145e-06
Total Charges_2424.05,6.084546319760291e-06
Total Charges_307.6,6.045107852251101e-06
Total Charges_19.75,5.999586047557063e-06
Total Charges_5219.65,5.925601678422054e-06
Total Charges_1597.4,5.915364009318983e-06
Total Charges_1275.65,5.654111617457945e-06
Total Charges_412.55,5.598044465283073e-06
Total Charges_237.3,5.528044225520111e-06
Total Charges_3581.6,5.378028688956371e-06
Total Charges_256.6,5.352853847193293e-06
Total Charges_505.9,5.307641780115281e-06
Total Charges_223.9,5.233013454671987e-06
Total Charges_4828.05,5.121235202539176e-06
Total Charges_899.45,5.1174981882115485e-06
Total Charges_1742.45,5.0934787197023e-06
Total Charges_1522.65,5.078027472563184e-06
Total Charges_3948.45,5.0745493209176175e-06
Total Charges_1190.5,4.875721705515172e-06
Total Charges_90.6,4.786113037781523e-06
Total Charges_6382,4.768675671100947e-06
Total Charges_1468.9,4.7457369923404264e-06
Total Charges_1404.65,4.7266280307203965e-06
Total Charges_355.9,4.687561874038804e-06
Total Charges_3688.6,4.665199454547494e-06
Total Charges_1872.2,4.578120448617883e-06
Total Charges_2310.2,4.550273547014433e-06
Total Charges_955.15,4.519821165812084e-06
Total Charges_5848.6,4.498048185180811e-06
Total Charges_94.15,4.4832073070098765e-06
Total Charges_781.4,4.471574086605826e-06
Total Charges_1623.4,4.446726358433397e-06
Total Charges_775.6,4.414921178594371e-06
Total Charges_2802.3,4.354930866668872e-06
Total Charges_1267.2,4.278051631943179e-06
Total Charges_3580.95,4.2156154534228956e-06
Total Charges_445.95,4.164898663620178e-06
Total Charges_275.7,4.164596076789481e-06
Total Charges_7657.4,4.028615308492033e-06
Total Charges_245.15,4.02753611135398e-06
Total Charges_7578.05,3.99041517989528e-06
Total Charges_475.25,3.955235714415005e-06
Total Charges_4140.1,3.939797833607818e-06
Total Charges_3023.65,3.926203925073327e-06
Total Charges_1306.3,3.857328588525889e-06
Total Charges_869.9,3.825467214434977e-06
Total Charges_917.45,3.817139746010136e-06
Total Charges_360.35,3.81298120695518e-06
Total Charges_5153.5,3.678600614674377e-06
Total Charges_7051.95,3.6224423725902547e-06
Total Charges_2215.45,3.6000391007169844e-06
Total Charges_472.25,3.5558553370120107e-06
Total Charges_4178.65,3.5538848161604585e-06
Total Charges_1802.55,3.4881942442707268e-06
Total Charges_2333.85,3.414608036656086e-06
Total Charges_3769.7,3.4126708069763394e-06
Total Charges_1090.65,3.348667416705189e-06
Total Charges_1840.75,3.3370009327488923e-06
Total Charges_547.8,3.3323497634071595e-06
Total Charges_445.85,3.325094244374094e-06
Total Charges_4461.85,3.324396878397485e-06
Total Charges_892.15,3.2346746617376924e-06
Total Charges_2633.95,3.1933044224297533e-06
Total Charges_3260.1,3.181598593084254e-06
Total Charges_3246.45,3.1630469977892015e-06
Total Charges_4473.45,3.1252087798000967e-06
Total Charges_130.5,3.0964621357031486e-06
Total Charges_24.7,3.0635425925402926e-06
Total Charges_3509.4,3.030723463808921e-06
Total Charges_942.95,2.9332770362899344e-06
Total Charges_3088.75,2.9196095300389127e-06
Total Charges_488.25,2.854254279117993e-06
Total Charges_6643.5,2.8391404751497893e-06
Total Charges_3770,2.8256936189824335e-06
Total Charges_4475.9,2.791126942311116e-06
Total Charges_1678.05,2.778621621496303e-06
Total Charges_6448.85,2.7658539786526865e-06
Total Charges_1939.35,2.7269734308642157e-06
Total Charges_257,2.710918716769549e-06
Total Charges_967.85,2.666849838110082e-06
Total Charges_67.55,2.660577393747871e-06
Total Charges_296.15,2.643282595341636e-06
Total Charges_1679.4,2.628172528349089e-06
Total Charges_33.6,2.611647518478956e-06
Total Charges_529.8,2.5481165023496062e-06
Total Charges_6717.9,2.5345956676830765e-06
Total Charges_4368.85,2.531224439236243e-06
Total Charges_1183.8,2.529044053333498e-06
Total Charges_357.15,2.5206864861343574e-06
Total Charges_6595.9,2.51953678688267e-06
Total Charges_1832.4,2.4925797913089897e-06
Total Charges_673.25,2.4789501388420576e-06
Total Charges_5950.2,2.459131393328303e-06
Total Charges_6152.4,2.455686982001124e-06
Total Charges_2263.45,2.4553895530679167e-06
Total Charges_2427.1,2.4304859616605752e-06
Total Charges_641.15,2.4159218965225425e-06
Total Charges_284.3,2.412683619677018e-06
Total Charges_1177.05,2.4018644106178365e-06
Total Charges_2386.85,2.385977514319072e-06
Total Charges_34.8,2.3855274018264514e-06
Total Charges_7943.45,2.3668485767177164e-06
Total Charges_7634.8,2.348596340063457e-06
Total Charges_1867.7,2.3236685831682364e-06
Total Charges_7181.95,2.312107627504053e-06
Total Charges_1902,2.2670818875310824e-06
Total Charges_47.95,2.2660337419679036e-06
Total Charges_5618.3,2.2462192291663983e-06
Total Charges_635.9,2.2431497550814836e-06
Total Charges_356.1,2.2348272443439135e-06
Total Charges_2511.55,2.2301826529721202e-06
Total Charges_1396.9,2.2121149537582612e-06
Total Charges_3454.6,2.1877688975266353e-06
Total Charges_531.15,2.1730120336343554e-06
Total Charges_302.45,2.164949461485331e-06
Total Charges_2192.9,2.0774950211670866e-06
Total Charges_3166.9,2.075403243219068e-06
Total Charges_1025.05,2.068394350820668e-06
Total Charges_156.85,2.051260384084211e-06
Total Charges_860.85,2.046131674712789e-06
Total Charges_2134.3,2.033138733245137e-06
Total Charges_5878.9,2.0212525762614045e-06
Total Charges_7932.5,1.983823142161808e-06
Total Charges_7845.8,1.95679250550981e-06
Total Charges_1380.4,1.9563189425880604e-06
Total Charges_3416.85,1.9492421787304725e-06
Total Charges_41.85,1.90874369027699e-06
Total Charges_1501.75,1.8656043817309307e-06
Total Charges_4236.6,1.8653798875881667e-06
Total Charges_452.2,1.8365126111404444e-06
Total Charges_335.65,1.8334558285085257e-06
Total Charges_700.45,1.81512899298743e-06
Total Charges_73.1,1.811810964894957e-06
Total Charges_1151.05,1.7962407756967886e-06
Total Charges_3221.25,1.7732165276371978e-06
Total Charges_2640.55,1.7655075644069676e-06
Total Charges_6172,1.7475589327214484e-06
Total Charges_475.7,1.694836772731578e-06
Total Charges_6373.1,1.6842488604043588e-06
Total Charges_809.25,1.6837117756559365e-06
Total Charges_1734.65,1.66650120248483e-06
Total Charges_717.95,1.6660042819247236e-06
Total Charges_139.75,1.654751700936428e-06
Total Charges_1642.75,1.6465715563665723e-06
Total Charges_1126.75,1.635959924424186e-06
Total Charges_1732.95,1.6303749419566868e-06
Total Charges_1313.25,1.6194700580810947e-06
Total Charges_6067.4,1.6073431172301908e-06
Total Charges_99.45,1.5939477278149242e-06
Total Charges_7470.1,1.5839704581079025e-06
Total Charges_7245.9,1.5794265900850186e-06
Total Charges_70.65,1.5638548145037e-06
Total Charges_7382.25,1.5424961402416505e-06
Total Charges_4903.15,1.5238064640606726e-06
Total Charges_3887.25,1.520451893689998e-06
Total Charges_25.7,1.5160946760261368e-06
Total Charges_684.4,1.509503166824657e-06
Total Charges_1423.85,1.4958295614049884e-06
Total Charges_1856.4,1.4926811000249057e-06
Total Charges_1910.75,1.4446731121727896e-06
Total Charges_1252,1.4424286191406971e-06
Total Charges_882.55,1.4378514862186624e-06
Total Charges_571.05,1.4245672480337495e-06
Total Charges_4872.2,1.4122085478540961e-06
Total Charges_493.95,1.3862137000035608e-06
Total Charges_270.15,1.3777611774409281e-06
Total Charges_49.85,1.3676539759665403e-06
Total Charges_6069.25,1.3595951243773953e-06
Total Charges_1397.3,1.358559930711157e-06
Total Charges_581.7,1.3570117621189683e-06
Total Charges_195.65,1.3385589654885948e-06
Total Charges_128.6,1.318470474334706e-06
Total Charges_7517.7,1.3121628584215048e-06
Total Charges_4784.45,1.305122958694382e-06
Total Charges_2343.85,1.2985417906860305e-06
Total Charges_1079.05,1.2836379692594988e-06
Total Charges_1559.15,1.282438185882613e-06
Total Charges_735.9,1.2694010224643087e-06
Total Charges_184.95,1.2687428905216626e-06
Total Charges_6860.6,1.2545110156576394e-06
Total Charges_1267,1.2480163311343943e-06
Total Charges_6668.35,1.23461525005246e-06
Total Charges_2230.85,1.23283249321841e-06
Total Charges_485.2,1.231305831480655e-06
Total Charges_3462.1,1.2174220870543416e-06
Total Charges_89.35,1.2077149091803332e-06
Total Charges_4138.9,1.2020992409780826e-06
Total Charges_5017.7,1.1965808402200709e-06
Total Charges_5898.6,1.1962758231208495e-06
Total Charges_602.9,1.1945879765145085e-06
Total Charges_1439.35,1.1818722915617116e-06
Total Charges_419.9,1.1724351866405184e-06
Total Charges_309.35,1.1646792758124915e-06
Total Charges_20.05,1.163093975512054e-06
Total Charges_1041.8,1.1550618180045123e-06
Total Charges_4932.5,1.1493823136191354e-06
Total Charges_4025.6,1.1276098756237681e-06
Total Charges_1414.8,1.1266364363956052e-06
Total Charges_275.4,1.1220017659692968e-06
Total Charges_4613.95,1.1187127991465741e-06
Total Charges_617.65,1.1184105768250615e-06
Total Charges_7337.55,1.1103891244465047e-06
Total Charges_417.65,1.1079739036155339e-06
Total Charges_6668.05,1.0986271306170498e-06
Total Charges_5329.55,1.082590162068907e-06
Total Charges_208,1.05668504675082e-06
Total Charges_4084.35,1.0325776601957499e-06
Total Charges_3899.05,1.0273695276069533e-06
Total Charges_186.15,1.0268321454307869e-06
Total Charges_1698.55,1.012743307746166e-06
Total Charges_875.55,1.0100302641379234e-06
Total Charges_362.6,1.0059703043744979e-06
Total Charges_116.85,1.0033551890185881e-06
Total Charges_1230.9,9.94109205414461e-07
Total Charges_5538.35,9.880613079502446e-07
Total Charges_4438.2,9.876569115616798e-07
Total Charges_173.15,9.848328055429163e-07
Total Charges_3316.1,9.812557082790877e-07
Total Charges_501.35,9.802058906894445e-07
Total Charges_1379.6,9.634653854925612e-07
Total Charges_8164.1,9.599064653485292e-07
Total Charges_269.65,9.574820694277527e-07
Total Charges_1389.6,9.475752217717876e-07
Total Charges_7053.35,9.384560415412438e-07
Total Charges_6716.45,9.326249301088845e-07
Total Charges_2983.65,8.993522795803958e-07
Total Charges_3082.1,8.824487059536485e-07
Total Charges_7565.35,8.789597360535666e-07
Total Charges_1580.1,8.771485922916932e-07
Total Charges_7732.65,8.646550802558417e-07
Total Charges_1638.7,8.466049256020007e-07
Total Charges_4953.25,8.334652975831058e-07
Total Charges_8220.4,8.329801223898958e-07
Total Charges_101.9,8.275813027374703e-07
Total Charges_4042.2,8.260370104205521e-07
Total Charges_2560.1,8.236197934182301e-07
Total Charges_1431.65,8.195125748634812e-07
Total Charges_107.6,8.188186421901003e-07
Total Charges_743.05,8.15142688689548e-07
Total Charges_20.25,8.114914336444156e-07
Total Charges_8003.8,8.059985714157149e-07
Total Charges_1519,8.02483433689173e-07
Total Charges_158.35,8.00683663836278e-07
Total Charges_1614.9,7.986071981603955e-07
Total Charges_1992.85,7.983753449514018e-07
Total Charges_4392.5,7.964877215541039e-07
Total Charges_6293.45,7.925136967981931e-07
Total Charges_6511.8,7.897456570998029e-07
Total Charges_3529.95,7.847008877008492e-07
Total Charges_4973.4,7.837135566352492e-07
Total Charges_4284.2,7.836834509011574e-07
Total Charges_39.8,7.818945648877209e-07
Total Charges_938.65,7.761742890239341e-07
Total Charges_324.15,7.599785147932566e-07
Total Charges_61.45,7.538742696949571e-07
Total Charges_495.15,7.519167660447102e-07
Total Charges_201.7,7.421423986045788e-07
Total Charges_330.6,7.351695921251321e-07
Total Charges_129.55,7.211967603884798e-07
Total Charges_7610.1,7.154624211419187e-07
Total Charges_4904.2,7.027749392465433e-07
Total Charges_7266.95,6.91062964365363e-07
Total Charges_812.4,6.730748286454854e-07
Total Charges_1834.15,6.638893124151859e-07
Total Charges_1411.2,6.534205330682737e-07
Total Charges_916.15,6.530976962346804e-07
Total Charges_311.6,6.483073582980413e-07
Total Charges_1198.8,6.459391285038363e-07
Total Charges_395.6,6.391286543301993e-07
Total Charges_593.3,6.316614279912809e-07
Total Charges_3822.45,6.281652205459942e-07
Total Charges_1489.3,6.217754694714715e-07
Total Charges_5595.3,6.202240280309092e-07
Total Charges_61.7,6.151744152907813e-07
Total Charges_1588.7,6.131195247759133e-07
Total Charges_3027.25,6.096541788847653e-07
Total Charges_982.95,6.077699496701953e-07
Total Charges_1292.65,6.022176855737044e-07
Total Charges_6506.15,5.948685262013063e-07
Total Charges_460.25,5.901682988674128e-07
Total Charges_2603.1,5.808708487894536e-07
Total Charges_1718.2,5.794984287150809e-07
Total Charges_7840.6,5.694304512917266e-07
Total Charges_573.05,5.567617537161825e-07
Total Charges_5290.45,5.550520141521693e-07
Total Charges_970.85,5.51214649715793e-07
Total Charges_3355.65,5.398124703168848e-07
Total Charges_365.8,5.212922314575418e-07
Total Charges_426.65,5.20308725663051e-07
Total Charges_702,5.103261805632155e-07
Total Charges_1940.85,4.962459550785664e-07
Total Charges_1378.75,4.936432372888047e-07
Total Charges_7047.5,4.924461718214142e-07
Total Charges_4819.75,4.802680688002601e-07
Total Charges_246.6,4.7568033958251345e-07
Total Charges_865.05,4.7002930193050957e-07
Total Charges_7159.05,4.6959689047406223e-07
Total Charges_53.05,4.48941104544043e-07
Total Charges_958.15,4.3592891176853034e-07
Total Charges_1094.35,4.3318416328741673e-07
Total Charges_272.35,4.308302149716808e-07
Total Charges_5224.95,4.1771479482974127e-07
Total Charges_2333.05,4.1470895201520847e-07
Total Charges_5607.75,4.041109057021066e-07
Total Charges_921.3,4.014501606134036e-07
Total Charges_1110.35,3.9217145048609804e-07
Total Charges_4494.65,3.8927408069618656e-07
Total Charges_451.55,3.8847726973731136e-07
Total Charges_253.9,3.7944059721918816e-07
Total Charges_4890.5,3.728797373450095e-07
Total Charges_6526.65,3.7227931994112175e-07
Total Charges_394.85,3.7088384261461617e-07
Total Charges_1980.3,3.6021216983210495e-07
Total Charges_8297.5,3.4951003445385796e-07
Total Charges_3682.45,3.4763301595251574e-07
Total Charges_1119.35,3.466422424826261e-07
Total Charges_1682.05,3.3544989135075045e-07
Total Charges_1415.85,3.339833406737285e-07
Total Charges_1108.2,3.325890742366312e-07
Total Charges_4627.8,3.264105216439024e-07
Total Charges_1683.6,3.257097170030313e-07
Total Charges_2495.15,3.2515799141212097e-07
Total Charges_6536.5,3.195399508038166e-07
Total Charges_3753.2,3.159671027712436e-07
Total Charges_689,3.0899851776930147e-07
Total Charges_6347.55,3.0808695525106e-07
Total Charges_929.2,3.0529800586076534e-07
Total Charges_4079.55,3.0471420304742064e-07
Total Charges_6110.75,3.020146832046258e-07
Total Charges_3491.55,3.003236683084781e-07
Total Charges_1740.8,2.9952625649526806e-07
Total Charges_2773.9,2.946049116445258e-07
Total Charges_1250.85,2.942249068229546e-07
Total Charges_1087.45,2.860718865245874e-07
Total Charges_60.65,2.7989493374732923e-07
Total Charges_5886.85,2.770102080220044e-07
Total Charges_4805.65,2.753779346155649e-07
Total Charges_4807.45,2.7221253075591544e-07
Total Charges_1782,2.6517266255850177e-07
Total Charges_5779.6,2.4898307552743083e-07
Total Charges_2531.4,2.4622136612597976e-07
Total Charges_8477.7,2.444812857997219e-07
Total Charges_4264,2.315175463570182e-07
Total Charges_5401.9,2.3141624290116316e-07
Total Charges_847.25,2.3042519762339076e-07
Total Charges_465.7,2.2656169724204088e-07
Total Charges_2603.3,2.2628837940663878e-07
Total Charges_1673.8,2.2079808478442229e-07
Total Charges_1482.3,2.1979852187634336e-07
Total Charges_861.85,2.1692325039661338e-07
Total Charges_1119.9,2.1637440518976997e-07
Total Charges_535.35,2.123913271242383e-07
Total Charges_401.85,2.064809311537946e-07
Total Charges_987.95,2.013300292581008e-07
Total Charges_911.6,1.997033487351207e-07
Total Charges_6548.65,1.9834637476138069e-07
Total Charges_4391.25,1.9728582000365576e-07
Total Charges_1801.9,1.9663506008820415e-07
Total Charges_4362.05,1.94305946714139e-07
Total Charges_1982.1,1.9381591049720867e-07
Total Charges_369.05,1.9050735010052568e-07
Total Charges_531.55,1.8402050578566484e-07
Total Charges_3379.25,1.8100453875979786e-07
Total Charges_2618.3,1.807381513266868e-07
Total Charges_471.7,1.7996738140169753e-07
Total Charges_4378.8,1.7542914278724763e-07
Total Charges_388.6,1.6903457038386327e-07
Total Charges_3902.45,1.6406103877013832e-07
Total Charges_3480.35,1.5735582770088758e-07
